table,column,data_type,is_nullable,column_default
studio_projects,next_action,text,YES,""
studio_projects,service_id,text,YES,""
studio_projects,package_id,text,YES,""
studio_projects,team_id,text,YES,""
studio_projects,confidence,integer,YES,"0"
studio_projects,brief,text,YES,""
studio_projects,project_type,text,YES,""
studio_projects,estimated_completion,date,YES,""
studio_projects,actual_completion,date,YES,""
studio_projects,team_lead_id,uuid,YES,""
studio_proposal_milestones,id,uuid,NO,"gen_random_uuid()"
studio_proposal_milestones,proposal_id,uuid,YES,""
studio_proposal_milestones,title,text,YES,""
studio_proposal_milestones,description,text,YES,""
studio_proposal_milestones,due_date,date,YES,""
studio_proposal_milestones,amount_kobo,bigint,YES,""
studio_proposal_milestones,name,text,YES,""
studio_proposal_milestones,amount,integer,YES,"0"
studio_proposal_milestones,due_label,text,YES,""
studio_proposal_milestones,sort_order,integer,YES,"0"
studio_proposal_milestones,created_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
studio_proposals,id,uuid,NO,"gen_random_uuid()"
studio_proposals,brief_id,uuid,YES,""
studio_proposals,user_id,uuid,YES,""
studio_proposals,status,text,NO,"'draft'::text"
studio_proposals,title,text,YES,""
studio_proposals,description,text,YES,""
studio_proposals,price_kobo,bigint,YES,""
studio_proposals,timeline,text,YES,""
studio_proposals,payment_terms,text,YES,""
studio_proposals,notes,text,YES,""
studio_proposals,metadata,jsonb,YES,"'{}'::jsonb"
studio_proposals,created_at,timestamp with time zone,NO,"now()"
studio_proposals,updated_at,timestamp with time zone,NO,"now()"
studio_proposals,archived_at,timestamp with time zone,YES,""
studio_proposals,archive_reason,text,YES,""
studio_proposals,retention_hold_until,timestamp with time zone,YES,""
studio_proposals,legal_hold_reason,text,YES,""
studio_proposals,lead_id,uuid,YES,""
studio_proposals,access_token_hash,text,YES,""
studio_proposals,access_token_hint,text,YES,""
studio_proposals,summary,text,YES,""
studio_proposals,investment,integer,YES,"0"
studio_proposals,deposit_amount,integer,YES,"0"
studio_proposals,currency,text,YES,"'NGN'::text"
studio_proposals,valid_until,timestamp with time zone,YES,""
studio_proposals,team_id,text,YES,""
studio_proposals,service_id,text,YES,""
studio_proposals,package_id,text,YES,""
studio_proposals,scope_bullets,ARRAY,YES,"'{}'::text[]"
studio_proposals,comparison_notes,ARRAY,YES,"'{}'::text[]"
studio_proposals,proposal_options,jsonb,YES,"'[]'::jsonb"
studio_reviews,id,uuid,NO,"gen_random_uuid()"
studio_reviews,project_id,uuid,YES,""
studio_reviews,user_id,uuid,YES,""
studio_reviews,rating,integer,YES,""
studio_reviews,feedback,text,YES,""
studio_reviews,metadata,jsonb,YES,"'{}'::jsonb"
studio_reviews,created_at,timestamp with time zone,NO,"now()"
studio_reviews,customer_name,text,YES,""
studio_reviews,quote,text,YES,""
studio_reviews,company,text,YES,""
studio_reviews,published,boolean,YES,"false"
studio_revisions,id,uuid,NO,"gen_random_uuid()"
studio_revisions,deliverable_id,uuid,YES,""
studio_revisions,revision_number,integer,NO,"1"
studio_revisions,status,text,NO,"'pending'::text"
studio_revisions,notes,text,YES,""
studio_revisions,requested_by,uuid,YES,""
studio_revisions,created_at,timestamp with time zone,NO,"now()"
studio_revisions,project_id,uuid,YES,""
studio_revisions,summary,text,YES,""
studio_revisions,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
studio_role_memberships,id,uuid,NO,"gen_random_uuid()"
studio_role_memberships,user_id,uuid,YES,""
studio_role_memberships,normalized_email,text,YES,""
studio_role_memberships,is_active,boolean,NO,"true"
studio_role_memberships,role,text,NO,"'viewer'::text"
studio_role_memberships,scope_type,text,NO,"'division'::text"
studio_role_memberships,scope_id,text,YES,""
studio_role_memberships,created_at,timestamp with time zone,NO,"now()"
studio_role_memberships,updated_at,timestamp with time zone,YES,"timezone('utc'::text, now())"
studio_services,id,text,NO,""
studio_services,slug,text,NO,""
studio_services,kind,text,NO,""
studio_services,name,text,NO,""
studio_services,headline,text,NO,""
studio_services,summary,text,NO,""
studio_services,starting_price,integer,NO,"0"
studio_services,delivery_window,text,NO,""
studio_services,stack,ARRAY,NO,"'{}'::text[]"
studio_services,outcomes,ARRAY,NO,"'{}'::text[]"
studio_services,score_boosts,ARRAY,NO,"'{}'::text[]"
studio_services,is_published,boolean,NO,"true"
studio_services,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_services,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_settings,key,text,NO,""
studio_settings,value,jsonb,NO,"'{}'::jsonb"
studio_settings,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_settings,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_team_profiles,id,text,NO,""
studio_team_profiles,slug,text,NO,""
studio_team_profiles,name,text,NO,""
studio_team_profiles,label,text,NO,""
studio_team_profiles,summary,text,NO,""
studio_team_profiles,availability,text,NO,"'open'::text"
studio_team_profiles,focus,ARRAY,NO,"'{}'::text[]"
studio_team_profiles,industries,ARRAY,NO,"'{}'::text[]"
studio_team_profiles,stack,ARRAY,NO,"'{}'::text[]"
studio_team_profiles,highlights,ARRAY,NO,"'{}'::text[]"
studio_team_profiles,score_biases,ARRAY,NO,"'{}'::text[]"
studio_team_profiles,is_published,boolean,NO,"true"
studio_team_profiles,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_team_profiles,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
studio_typing_indicators,project_id,uuid,NO,""
studio_typing_indicators,user_id,uuid,NO,""
studio_typing_indicators,started_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
support_messages,id,uuid,NO,"gen_random_uuid()"
support_messages,thread_id,uuid,NO,""
support_messages,sender_id,uuid,NO,""
support_messages,sender_type,text,NO,"'customer'::text"
support_messages,body,text,NO,""
support_messages,attachments,jsonb,YES,"'[]'::jsonb"
support_messages,created_at,timestamp with time zone,NO,"now()"
support_messages,is_read,boolean,NO,"false"
support_messages,read_at,timestamp with time zone,YES,""
support_messages,archived_at,timestamp with time zone,YES,""
support_messages,archive_reason,text,YES,""
support_messages,deleted_at,timestamp with time zone,YES,""
support_messages,deleted_reason,text,YES,""
support_messages,retention_hold_until,timestamp with time zone,YES,""
support_messages,legal_hold_reason,text,YES,""
support_messages,read_by,uuid,YES,""
support_messages,delivery_state,text,NO,"'sent'::text"
support_thread_events,id,uuid,NO,"gen_random_uuid()"
support_thread_events,thread_id,uuid,NO,""
support_thread_events,event_type,text,NO,""
support_thread_events,actor_id,uuid,YES,""
support_thread_events,actor_type,text,NO,"'system'::text"
support_thread_events,old_value,text,YES,""
support_thread_events,new_value,text,YES,""
support_thread_events,metadata,jsonb,NO,"'{}'::jsonb"
support_thread_events,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
support_thread_internal_notes,id,uuid,NO,"gen_random_uuid()"
support_thread_internal_notes,thread_id,uuid,NO,""
support_thread_internal_notes,author_id,uuid,YES,""
support_thread_internal_notes,body,text,NO,""
support_thread_internal_notes,visibility,text,NO,"'staff'::text"
support_thread_internal_notes,metadata,jsonb,NO,"'{}'::jsonb"
support_thread_internal_notes,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
support_thread_internal_notes,updated_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
support_threads,id,uuid,NO,"gen_random_uuid()"
support_threads,user_id,uuid,NO,""
support_threads,subject,text,NO,""
support_threads,division,text,YES,""
support_threads,category,text,YES,"'general'::text"
support_threads,status,text,NO,"'open'::text"
support_threads,priority,text,YES,"'normal'::text"
support_threads,reference_type,text,YES,""
support_threads,reference_id,text,YES,""
support_threads,assigned_to,uuid,YES,""
support_threads,resolved_at,timestamp with time zone,YES,""
support_threads,closed_at,timestamp with time zone,YES,""
support_threads,created_at,timestamp with time zone,NO,"now()"
support_threads,updated_at,timestamp with time zone,NO,"now()"
support_threads,customer_last_read_at,timestamp with time zone,YES,""
support_threads,staff_last_read_at,timestamp with time zone,YES,""
support_threads,archived_at,timestamp with time zone,YES,""
support_threads,archive_reason,text,YES,""
support_threads,deleted_at,timestamp with time zone,YES,""
support_threads,deleted_reason,text,YES,""
support_threads,retention_hold_until,timestamp with time zone,YES,""
support_threads,legal_hold_reason,text,YES,""
support_threads,customer_muted_at,timestamp with time zone,YES,""
support_threads,staff_muted_at,timestamp with time zone,YES,""
support_threads,last_read_message_id,uuid,YES,""
support_threads,last_staff_read_message_id,uuid,YES,""
support_threads,unread_count_customer,integer,NO,"0"
support_threads,unread_count_staff,integer,NO,"0"
trust_flags,id,uuid,NO,"gen_random_uuid()"
trust_flags,user_id,uuid,YES,""
trust_flags,entity_type,text,NO,""
trust_flags,entity_id,uuid,YES,""
trust_flags,division,text,YES,""
trust_flags,flag_type,text,NO,""
trust_flags,severity,text,NO,"'medium'::text"
trust_flags,reason,text,NO,""
trust_flags,evidence,jsonb,YES,"'{}'::jsonb"
trust_flags,status,text,NO,"'active'::text"
trust_flags,flagged_by,text,YES,"'system'::text"
trust_flags,flagged_by_user_id,uuid,YES,""
trust_flags,reviewed_by,uuid,YES,""
trust_flags,review_notes,text,YES,""
trust_flags,resolved_at,timestamp with time zone,YES,""
trust_flags,metadata,jsonb,YES,"'{}'::jsonb"
trust_flags,created_at,timestamp with time zone,NO,"now()"
trust_flags,updated_at,timestamp with time zone,NO,"now()"
user_address_summary,id,uuid,YES,""
user_address_summary,user_id,uuid,YES,""
user_address_summary,label,USER-DEFINED,YES,""
user_address_summary,full_name,text,YES,""
user_address_summary,phone,text,YES,""
user_address_summary,country,text,YES,""
user_address_summary,state,text,YES,""
user_address_summary,city,text,YES,""
user_address_summary,street,text,YES,""
user_address_summary,postal_code,text,YES,""
user_address_summary,coordinates_lat,numeric,YES,""
user_address_summary,coordinates_lng,numeric,YES,""
user_address_summary,formatted_address,text,YES,""
user_address_summary,kyc_verified,boolean,YES,""
user_address_summary,is_default,boolean,YES,""
user_address_summary,created_at,timestamp with time zone,YES,""
user_address_summary,updated_at,timestamp with time zone,YES,""
user_addresses,id,uuid,NO,"uuid_generate_v4()"
user_addresses,user_id,uuid,NO,""
user_addresses,label,USER-DEFINED,NO,""
user_addresses,full_name,text,YES,""
user_addresses,phone,text,YES,""
user_addresses,country,text,NO,""
user_addresses,state,text,YES,""
user_addresses,city,text,NO,""
user_addresses,street,text,NO,""
user_addresses,postal_code,text,YES,""
user_addresses,coordinates_lat,numeric,YES,""
user_addresses,coordinates_lng,numeric,YES,""
user_addresses,google_place_id,text,YES,""
user_addresses,formatted_address,text,YES,""
user_addresses,kyc_verified,boolean,NO,"false"
user_addresses,kyc_verified_at,timestamp with time zone,YES,""
user_addresses,kyc_match_score,numeric,YES,""
user_addresses,kyc_match_method,text,YES,""
user_addresses,kyc_submission_id,uuid,YES,""
user_addresses,is_default,boolean,NO,"false"
user_addresses,is_one_shot,boolean,NO,"false"
user_addresses,created_at,timestamp with time zone,NO,"now()"
user_addresses,updated_at,timestamp with time zone,NO,"now()"
user_engagement_events,id,uuid,NO,"gen_random_uuid()"
user_engagement_events,user_id,uuid,NO,""
user_engagement_events,event_type,USER-DEFINED,NO,""
user_engagement_events,division,text,YES,""
user_engagement_events,subject_type,text,YES,""
user_engagement_events,subject_id,text,YES,""
user_engagement_events,dedupe_key,text,NO,""
user_engagement_events,event_date,date,NO,"(timezone('utc'::text, now()))::date"
user_engagement_events,payload,jsonb,NO,"'{}'::jsonb"
user_engagement_events,consumed_at,timestamp with time zone,YES,""
user_engagement_events,consumer,text,YES,""
user_engagement_events,created_at,timestamp with time zone,NO,"timezone('utc'::text, now())"
wallet_transactions,id,uuid,NO,"gen_random_uuid()"
wallet_transactions,customer_id,uuid,NO,""
wallet_transactions,type,text,NO,""
wallet_transactions,amount_ngn,integer,NO,""
wallet_transactions,order_id,uuid,YES,""
wallet_transactions,reference,text,YES,""
wallet_transactions,note,text,YES,""
wallet_transactions,created_by,uuid,YES,""
wallet_transactions,created_at,timestamp with time zone,NO,"now()"
wallet_transactions,profile_id,uuid,YES,""
wallet_transactions,wallet_id,uuid,YES,""
wallet_transactions,currency,text,NO,"'NGN'::text"
wallet_transactions,settlement_currency,text,NO,"'NGN'::text"
wallet_transactions,display_currency,text,NO,"'NGN'::text"
wallets,id,uuid,NO,"gen_random_uuid()"
wallets,profile_id,uuid,NO,""
wallets,currency,text,NO,"'NGN'::text"
wallets,balance_kobo,bigint,NO,"0"
wallets,created_at,timestamp with time zone,NO,"now()"
wallets,updated_at,timestamp with time zone,NO,"now()"
